Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
74455,43,Male,6,Healthcare,7397,Poor,High,Average,0,Yes,10,Associate Degree,Divorced,2,Entry,Medium,78,No,No,No,Excellent,Low
68839,38,Male,17,Healthcare,7313,Good,Medium,Average,1,Yes,49,Associate Degree,Divorced,1,Entry,Small,22,No,No,No,Good,High
17664,24,Male,16,Media,5710,Good,Medium,Below Average,0,Yes,46,Master’s Degree,Single,4,Mid,Large,63,Yes,No,No,Good,High
26611,31,Female,7,Finance,9206,Good,High,Average,2,No,14,Bachelor’s Degree,Married,1,Entry,Medium,41,No,No,No,Good,High
35409,35,Male,16,Healthcare,9404,Fair,Very High,Average,2,No,65,Bachelor’s Degree,Married,1,Mid,Medium,95,Yes,No,No,Good,Medium
51726,53,Female,11,Media,6022,Good,Very High,Average,0,No,65,Master’s Degree,Married,4,Mid,Medium,37,No,No,No,Good,Medium
5162,43,Male,26,Media,5748,Fair,High,Average,0,No,12,Master’s Degree,Married,1,Entry,Medium,92,No,Yes,No,Good,Low
31013,52,Female,40,Education,5031,Good,Low,Average,2,No,8,Bachelor’s Degree,Married,1,Senior,Medium,110,No,No,No,Good,Very High
10006,22,Male,5,Finance,9134,Excellent,High,Average,2,No,95,Master’s Degree,Divorced,3,Senior,Small,35,No,No,No,Poor,Low
16972,37,Female,23,Technology,7645,Excellent,Low,Below Average,1,No,23,Master’s Degree,Single,1,Entry,Large,88,Yes,No,Yes,Excellent,High
36082,57,Female,27,Finance,5219,Fair,High,Average,1,No,20,Bachelor’s Degree,Single,5,Entry,Large,71,No,No,No,Fair,Medium
677,20,Male,11,Healthcare,7318,Excellent,Medium,Average,1,No,25,Master’s Degree,Married,0,Senior,Medium,69,Yes,No,No,Fair,Medium
54202,34,Male,8,Technology,10589,Good,High,Average,0,No,74,High School,Single,0,Entry,Large,68,Yes,No,No,Good,Low
31677,23,Female,1,Technology,11549,Fair,High,Average,0,No,2,Bachelor’s Degree,Divorced,2,Senior,Medium,19,Yes,No,Yes,Fair,Low
51933,23,Male,13,Finance,9377,Good,High,Average,1,No,43,Bachelor’s Degree,Single,0,Senior,Small,81,No,No,No,Good,Low
60703,57,Female,27,Media,5370,Poor,High,Average,0,No,55,Master’s Degree,Married,2,Mid,Medium,36,No,No,No,Good,Medium
72074,57,Male,10,Education,6939,Poor,High,Average,2,No,22,PhD,Divorced,2,Senior,Small,88,No,No,No,Good,High
21484,39,Female,12,Finance,8819,Good,Very High,Average,0,Yes,81,Bachelor’s Degree,Single,1,Mid,Large,25,Yes,No,No,Good,Low
37483,54,Female,30,Healthcare,8747,Fair,Very High,Average,1,No,6,Associate Degree,Married,1,Entry,Medium,86,No,No,No,Poor,Low
18256,30,Male,11,Technology,9022,Good,Medium,Average,0,No,45,Associate Degree,Married,1,Mid,Small,57,No,No,No,Good,Medium
29868,40,Female,1,Healthcare,8458,Poor,Low,Below Average,0,No,3,Associate Degree,Married,0,Mid,Small,80,No,No,No,Fair,High
66931,47,Male,34,Healthcare,8623,Fair,High,Average,1,Yes,11,Bachelor’s Degree,Single,5,Entry,Small,102,No,No,No,Good,Medium
37492,31,Female,14,Healthcare,7133,Excellent,Medium,Below Average,0,No,42,High School,Divorced,5,Senior,Small,52,No,No,Yes,Good,Medium
14850,43,Male,3,Media,6246,Fair,High,Average,0,Yes,22,Master’s Degree,Married,0,Entry,Medium,11,No,No,No,Poor,Very High
960,50,Male,23,Media,6622,Good,High,Average,1,No,86,Bachelor’s Degree,Married,3,Senior,Small,84,No,No,No,Poor,High
73637,27,Male,18,Media,5251,Poor,High,Average,0,No,32,Master’s Degree,Divorced,0,Entry,Medium,33,No,No,No,Fair,Low
17232,59,Female,47,Healthcare,8638,Fair,Very High,High,2,Yes,39,Bachelor’s Degree,Married,1,Senior,Medium,49,No,No,No,Good,Medium
40520,55,Male,17,Education,4171,Fair,Very High,Average,0,Yes,28,Bachelor’s Degree,Married,0,Entry,Large,19,No,No,No,Poor,Medium
51133,33,Male,5,Education,5509,Fair,Medium,Low,0,Yes,9,Bachelor’s Degree,Divorced,0,Mid,Medium,44,Yes,No,No,Good,Medium
65296,40,Male,21,Finance,9353,Fair,High,Average,1,Yes,64,Bachelor’s Degree,Married,1,Senior,Medium,33,Yes,No,No,Fair,Medium
24084,28,Male,8,Media,6224,Good,High,High,0,No,94,High School,Divorced,1,Senior,Large,9,No,No,No,Good,Low
36488,58,Male,39,Education,3588,Excellent,High,Low,2,No,61,Associate Degree,Divorced,0,Mid,Medium,85,Yes,No,No,Good,High
41086,47,Male,30,Healthcare,7951,Excellent,Low,Average,1,Yes,67,Bachelor’s Degree,Married,4,Entry,Medium,40,Yes,No,No,Fair,High
32311,26,Female,1,Education,5295,Fair,High,High,0,No,43,PhD,Married,1,Mid,Large,35,No,No,No,Good,Low
52540,34,Male,26,Media,6205,Excellent,Low,Average,1,No,22,Master’s Degree,Married,3,Mid,Medium,80,No,Yes,No,Good,Low
53676,50,Female,28,Technology,10738,Fair,Very High,High,0,Yes,80,Bachelor’s Degree,Divorced,0,Senior,Small,61,No,Yes,No,Fair,Low
31227,21,Female,5,Technology,7917,Good,High,Average,2,No,65,Associate Degree,Married,2,Entry,Large,71,No,No,No,Poor,Low
71798,37,Female,3,Technology,7422,Fair,Low,High,2,No,76,High School,Married,0,Mid,Small,52,No,No,No,Poor,Medium
43248,28,Male,3,Media,6191,Poor,High,High,2,No,92,Master’s Degree,Single,5,Senior,Medium,52,Yes,No,No,Poor,Medium
71048,56,Female,21,Finance,9340,Poor,Low,Average,1,Yes,83,Bachelor’s Degree,Single,1,Mid,Medium,57,Yes,No,No,Fair,Medium
31729,34,Male,23,Education,5667,Good,High,Average,0,Yes,46,Bachelor’s Degree,Single,1,Mid,Small,74,No,No,Yes,Poor,Very High
33402,59,Female,17,Education,4805,Fair,High,Average,1,No,52,Bachelor’s Degree,Married,4,Mid,Small,30,No,No,No,Excellent,Low
29655,36,Female,3,Education,4682,Good,High,Average,0,No,92,Master’s Degree,Married,4,Entry,Large,63,No,No,No,Good,Low
17703,36,Male,4,Education,2850,Fair,High,Average,0,No,98,Bachelor’s Degree,Married,1,Mid,Small,78,No,No,Yes,Good,High
69205,42,Female,11,Media,5340,Good,High,Average,3,No,80,Master’s Degree,Divorced,1,Mid,Medium,84,No,No,No,Good,Low
49860,28,Male,18,Healthcare,9527,Excellent,Medium,Average,0,No,71,Master’s Degree,Divorced,1,Entry,Medium,48,No,No,No,Good,Low
22906,19,Male,11,Media,5517,Good,Very High,Average,0,No,52,High School,Single,1,Entry,Medium,90,No,No,No,Good,Low
35429,48,Male,38,Healthcare,7547,Excellent,Very High,Average,3,Yes,92,Bachelor’s Degree,Married,1,Mid,Small,96,Yes,No,Yes,Poor,Low
65295,33,Female,3,Finance,7761,Good,High,Average,0,Yes,78,High School,Married,2,Mid,Small,28,No,No,No,Good,Medium
722,32,Female,22,Media,5266,Good,Low,Average,2,No,81,Associate Degree,Divorced,6,Senior,Small,41,No,No,No,Good,Very High
9409,53,Female,45,Education,5153,Good,Very High,Below Average,0,No,75,Master’s Degree,Single,0,Mid,Large,96,No,No,Yes,Good,High
23082,39,Female,11,Healthcare,7872,Good,Medium,Average,1,No,62,Master’s Degree,Married,1,Entry,Medium,82,No,No,No,Good,Very High
14977,19,Male,5,Technology,7606,Fair,High,Average,2,No,88,Associate Degree,Divorced,1,Entry,Medium,17,No,No,No,Good,Low
41253,50,Male,13,Technology,7131,Good,Very High,Average,3,Yes,99,Associate Degree,Married,0,Entry,Medium,70,No,No,No,Good,High
65450,55,Male,24,Finance,10402,Excellent,Medium,High,2,No,39,Bachelor’s Degree,Married,0,Entry,Medium,97,No,No,No,Poor,Medium
34413,51,Male,5,Media,5554,Good,Very High,Average,2,No,75,Associate Degree,Married,6,Entry,Small,33,No,No,No,Good,Low
5080,36,Female,26,Education,4081,Excellent,Very High,Average,0,Yes,85,Associate Degree,Divorced,5,Entry,Small,78,No,No,No,Good,Low
71060,59,Female,6,Media,5669,Excellent,Medium,Average,0,No,96,Bachelor’s Degree,Married,1,Mid,Large,66,No,No,Yes,Good,High
8256,18,Female,7,Technology,11190,Poor,High,Average,1,Yes,78,Master’s Degree,Single,0,Mid,Medium,72,No,No,No,Good,Low
30604,51,Male,43,Technology,8350,Excellent,Medium,Below Average,1,Yes,45,High School,Single,1,Mid,Medium,70,No,No,No,Good,Medium
42265,32,Male,21,Healthcare,7938,Good,High,Average,0,Yes,79,Bachelor’s Degree,Single,0,Senior,Large,98,Yes,No,No,Poor,High
58529,52,Male,7,Healthcare,8506,Fair,High,Average,3,Yes,81,Bachelor’s Degree,Single,0,Entry,Medium,47,No,No,No,Good,High
34089,47,Male,33,Education,5210,Good,High,Average,0,Yes,82,Associate Degree,Single,0,Mid,Medium,89,No,Yes,No,Good,Very High
44437,20,Male,1,Technology,9076,Poor,Very High,Average,3,No,46,Bachelor’s Degree,Single,4,Entry,Large,35,No,No,No,Excellent,High
38258,44,Male,23,Media,5908,Fair,Medium,Average,0,No,85,PhD,Divorced,4,Mid,Small,46,No,No,No,Good,Low
58654,45,Male,26,Finance,10787,Excellent,Medium,Average,0,No,2,Associate Degree,Single,3,Mid,Medium,42,No,No,No,Fair,Low
51128,19,Male,7,Education,5095,Fair,High,High,0,No,4,Associate Degree,Divorced,2,Mid,Medium,40,No,Yes,No,Good,High
11165,57,Male,15,Education,4288,Good,High,High,4,Yes,6,Bachelor’s Degree,Single,1,Mid,Medium,26,No,Yes,No,Good,High
63663,25,Female,14,Finance,7675,Good,Very High,High,2,Yes,5,High School,Married,0,Senior,Medium,61,No,No,No,Good,Low
18112,59,Male,46,Technology,10173,Fair,Low,Average,1,No,26,Master’s Degree,Single,4,Mid,Medium,49,No,No,No,Good,Low
57332,35,Female,3,Media,6779,Excellent,Medium,Average,0,No,76,Associate Degree,Single,3,Entry,Medium,66,Yes,No,No,Good,Low
69655,19,Female,3,Media,5747,Fair,High,Below Average,0,No,95,Associate Degree,Single,2,Mid,Medium,59,No,No,No,Fair,High
7506,34,Female,1,Technology,8180,Fair,High,Average,0,Yes,50,Associate Degree,Married,3,Senior,Small,37,No,No,No,Good,Medium
52231,35,Male,9,Healthcare,6967,Excellent,High,Average,2,No,40,Master’s Degree,Single,1,Mid,Small,30,Yes,No,No,Good,Low
51264,33,Female,21,Healthcare,5892,Fair,Very High,Average,0,No,74,High School,Single,0,Mid,Small,72,Yes,No,No,Good,Very High
57125,18,Male,6,Finance,7444,Good,High,Average,0,No,7,Bachelor’s Degree,Single,1,Entry,Medium,70,No,No,No,Good,Low
35942,50,Female,14,Education,5321,Good,High,Average,0,No,51,High School,Single,2,Mid,Medium,67,No,Yes,No,Good,Medium
25495,20,Male,9,Healthcare,8017,Good,High,Average,0,No,57,High School,Married,1,Mid,Large,64,No,No,No,Good,Low
41232,55,Female,42,Technology,7118,Good,Very High,Average,0,Yes,14,Master’s Degree,Married,2,Mid,Medium,53,No,No,No,Good,Low
66858,41,Male,9,Education,4630,Good,High,Below Average,1,No,14,Master’s Degree,Divorced,3,Mid,Medium,85,No,No,No,Good,Low
32941,25,Female,1,Finance,7498,Good,High,Low,1,Yes,21,Bachelor’s Degree,Single,2,Entry,Medium,59,No,No,No,Fair,Medium
37749,46,Female,18,Education,2906,Poor,High,Below Average,0,No,78,High School,Married,4,Mid,Large,55,Yes,No,Yes,Poor,Low
14438,30,Female,9,Finance,10261,Fair,Very High,Average,3,No,61,High School,Single,0,Mid,Small,43,No,No,Yes,Poor,High
46919,34,Female,18,Media,5752,Fair,High,Average,1,No,25,Bachelor’s Degree,Married,1,Mid,Small,78,No,No,No,Good,Medium
42934,40,Male,6,Technology,11034,Excellent,High,Average,0,No,29,Associate Degree,Married,1,Senior,Medium,63,No,No,Yes,Fair,High
22334,58,Female,26,Healthcare,9619,Fair,Very High,High,2,Yes,47,Associate Degree,Married,3,Entry,Medium,65,No,No,No,Excellent,Low
51387,30,Male,3,Healthcare,8133,Good,High,Average,0,Yes,5,Master’s Degree,Married,0,Mid,Medium,25,No,No,No,Fair,Medium
63637,50,Female,13,Education,4097,Good,High,High,1,Yes,80,PhD,Single,5,Entry,Medium,87,No,No,No,Good,High
9133,47,Male,26,Education,5972,Good,Very High,Average,0,No,99,Bachelor’s Degree,Married,2,Mid,Large,104,No,No,No,Good,Low
55302,31,Female,23,Technology,9444,Poor,High,High,2,Yes,10,Master’s Degree,Married,0,Senior,Small,55,No,No,No,Fair,Low
21412,33,Female,11,Technology,7593,Excellent,Low,High,0,No,80,High School,Single,1,Mid,Small,87,No,No,No,Excellent,Medium
59717,55,Female,34,Healthcare,7695,Fair,Very High,Below Average,1,Yes,84,Associate Degree,Single,3,Mid,Small,49,No,No,No,Poor,Low
69467,34,Female,7,Media,5492,Fair,Medium,Low,3,No,68,Associate Degree,Married,2,Entry,Medium,73,No,No,No,Fair,High
56202,23,Female,1,Technology,8142,Good,Medium,Average,0,No,62,Associate Degree,Divorced,0,Entry,Medium,76,No,No,No,Good,Very High
23566,50,Male,12,Media,5946,Good,Medium,High,0,Yes,11,Master’s Degree,Divorced,0,Mid,Medium,68,Yes,No,No,Good,Low
20700,34,Female,13,Technology,8393,Good,Medium,Average,2,No,57,Master’s Degree,Single,2,Entry,Medium,41,Yes,No,No,Good,Low
44778,25,Male,8,Technology,12617,Excellent,High,Average,0,No,91,Bachelor’s Degree,Married,1,Entry,Large,57,No,No,No,Fair,Medium
19683,56,Male,29,Finance,6251,Fair,Medium,Average,1,Yes,51,Associate Degree,Married,0,Mid,Medium,52,No,No,No,Good,High
59537,48,Male,31,Finance,7758,Fair,Very High,High,2,Yes,94,Bachelor’s Degree,Married,1,Senior,Medium,67,No,No,No,Poor,Low
67261,40,Male,1,Technology,6876,Good,Medium,Average,3,No,14,Master’s Degree,Married,0,Senior,Medium,66,No,No,No,Good,High
2738,22,Female,7,Healthcare,7463,Good,Low,Below Average,1,No,2,Associate Degree,Divorced,1,Mid,Large,43,No,No,Yes,Good,Low
69211,19,Female,11,Healthcare,8921,Good,Medium,Average,0,Yes,44,High School,Single,3,Entry,Medium,74,No,No,No,Good,High
65055,47,Female,4,Media,5584,Fair,Medium,Average,1,No,33,Associate Degree,Divorced,0,Entry,Small,47,Yes,No,No,Good,Low
30331,54,Female,45,Education,4094,Good,Very High,Average,1,Yes,96,High School,Married,0,Senior,Large,107,No,No,No,Excellent,Low
21674,36,Female,15,Healthcare,8918,Good,Low,Average,0,No,9,Bachelor’s Degree,Divorced,4,Mid,Small,93,No,No,No,Good,High
22684,42,Male,10,Education,4561,Excellent,High,High,2,Yes,41,Associate Degree,Married,0,Mid,Small,72,Yes,No,No,Good,Low
49979,50,Male,15,Finance,9480,Good,High,Below Average,1,No,93,Associate Degree,Divorced,2,Entry,Medium,57,No,No,No,Excellent,Medium
9484,26,Female,2,Healthcare,8253,Poor,Medium,Below Average,2,No,92,High School,Married,1,Senior,Medium,44,Yes,No,No,Good,Low
27648,56,Female,45,Technology,10269,Excellent,Medium,Low,0,No,12,Bachelor’s Degree,Married,1,Mid,Medium,76,No,No,Yes,Good,High
37641,19,Male,5,Technology,10397,Poor,Low,High,0,No,44,Associate Degree,Married,3,Mid,Small,20,No,Yes,No,Good,High
23482,49,Male,7,Healthcare,9206,Good,High,Below Average,2,No,63,Bachelor’s Degree,Married,0,Mid,Small,54,No,No,Yes,Poor,High
16465,36,Male,11,Finance,8422,Excellent,Very High,Average,0,Yes,14,High School,Divorced,4,Mid,Large,43,No,No,No,Excellent,Low
54903,56,Male,8,Media,6193,Excellent,Very High,High,2,No,85,Master’s Degree,Single,1,Senior,Medium,69,No,Yes,Yes,Good,Low
49100,37,Female,19,Technology,10871,Excellent,High,Average,0,No,11,Associate Degree,Single,3,Senior,Medium,30,No,No,No,Fair,Medium
1140,45,Female,13,Media,6025,Poor,Medium,Average,2,Yes,46,Associate Degree,Single,2,Senior,Large,91,Yes,No,No,Fair,High
46356,32,Female,18,Education,4548,Poor,Medium,High,0,Yes,82,Associate Degree,Single,0,Entry,Large,33,No,No,No,Good,Low
45763,56,Female,1,Media,5744,Good,Medium,Average,0,No,90,High School,Married,1,Entry,Small,17,No,No,No,Good,Medium
68607,45,Female,27,Technology,10117,Excellent,Low,Average,0,No,78,Associate Degree,Married,0,Senior,Medium,46,No,No,No,Poor,Low
4590,57,Male,39,Finance,6871,Fair,High,High,0,No,20,Bachelor’s Degree,Married,5,Mid,Medium,71,No,No,No,Good,Low
7323,43,Female,18,Technology,8658,Fair,High,Average,0,No,34,Associate Degree,Married,4,Mid,Medium,21,Yes,No,Yes,Good,High
21354,28,Female,9,Technology,10364,Excellent,Very High,Average,0,Yes,45,Associate Degree,Married,4,Entry,Small,33,Yes,No,No,Good,Medium
10652,40,Male,8,Technology,9432,Good,High,Average,0,No,52,Bachelor’s Degree,Divorced,2,Mid,Large,84,No,No,No,Good,Low
71154,49,Female,23,Media,6486,Fair,High,Average,0,No,32,Bachelor’s Degree,Married,1,Entry,Medium,68,No,No,No,Fair,Low
1714,28,Male,14,Technology,7476,Excellent,Low,Average,1,No,54,Bachelor’s Degree,Married,4,Mid,Small,32,Yes,No,No,Good,Low
319,38,Male,4,Education,5233,Good,Medium,Below Average,1,No,92,Master’s Degree,Married,3,Mid,Small,10,No,No,No,Excellent,Low
25043,45,Male,26,Technology,9633,Good,High,Below Average,0,No,83,Bachelor’s Degree,Single,0,Mid,Medium,39,Yes,No,No,Fair,Low
17319,59,Female,27,Healthcare,9219,Fair,High,High,2,No,10,Master’s Degree,Married,3,Entry,Small,99,Yes,No,Yes,Good,High
39799,23,Male,5,Finance,7190,Poor,High,Average,1,Yes,97,Master’s Degree,Single,1,Entry,Small,48,No,No,No,Fair,Low
28029,41,Female,7,Finance,8741,Poor,High,High,2,No,24,Master’s Degree,Married,2,Mid,Large,62,No,Yes,No,Good,Medium
71333,30,Male,4,Media,7020,Good,Medium,Average,0,No,36,Master’s Degree,Single,0,Senior,Medium,26,No,No,Yes,Good,Medium
51875,28,Female,4,Finance,5243,Excellent,High,High,0,No,3,Associate Degree,Married,4,Mid,Medium,18,Yes,No,No,Good,Low
55472,24,Male,12,Education,3508,Fair,High,High,1,No,79,PhD,Married,4,Mid,Small,57,Yes,No,No,Fair,High
39433,47,Male,9,Technology,10362,Good,High,Average,1,Yes,47,Bachelor’s Degree,Divorced,0,Senior,Medium,28,No,No,No,Fair,Medium
7191,22,Female,13,Technology,8489,Fair,High,Average,0,No,89,High School,Single,0,Mid,Medium,49,No,No,No,Good,Low
58939,54,Female,22,Technology,8878,Good,Very High,Average,0,Yes,32,Associate Degree,Divorced,3,Mid,Large,78,Yes,No,Yes,Good,Medium
13598,29,Male,14,Education,4694,Good,Medium,Average,0,No,98,Bachelor’s Degree,Married,2,Entry,Medium,70,No,No,No,Good,Low
28290,20,Female,8,Healthcare,8443,Good,Medium,Below Average,2,No,68,Bachelor’s Degree,Single,1,Entry,Medium,26,No,No,Yes,Good,Low
58269,31,Female,1,Technology,9750,Excellent,High,Average,0,No,93,Bachelor’s Degree,Divorced,0,Entry,Small,61,No,No,No,Good,Medium
38210,32,Female,9,Media,5518,Good,High,Below Average,1,No,17,Master’s Degree,Married,0,Mid,Medium,69,No,No,No,Poor,High
21261,41,Female,14,Media,6439,Good,High,High,0,No,30,High School,Divorced,1,Entry,Medium,22,No,No,Yes,Fair,Medium
62072,24,Female,9,Healthcare,8002,Fair,Medium,Average,3,Yes,65,Bachelor’s Degree,Divorced,0,Mid,Medium,79,No,Yes,No,Good,Medium
21284,53,Female,13,Media,5771,Good,Medium,Average,0,No,8,Master’s Degree,Married,3,Mid,Small,42,Yes,No,Yes,Good,Medium
8576,21,Female,2,Healthcare,8432,Excellent,Very High,High,0,Yes,65,Bachelor’s Degree,Married,1,Mid,Medium,64,No,No,No,Good,Low
18937,51,Male,43,Technology,9275,Good,High,High,2,Yes,4,High School,Married,2,Mid,Large,64,No,No,No,Fair,Low
39242,52,Male,18,Finance,11215,Excellent,High,Average,0,No,10,Associate Degree,Single,0,Entry,Large,86,Yes,No,No,Good,Low
60807,43,Male,35,Technology,8649,Excellent,High,Average,0,No,11,Bachelor’s Degree,Married,4,Entry,Small,85,No,No,No,Fair,Low
26839,25,Female,1,Media,6371,Good,High,High,1,No,53,Associate Degree,Single,2,Mid,Medium,37,Yes,No,No,Good,Low
61917,47,Female,35,Media,5315,Good,Medium,Average,1,No,60,Master’s Degree,Married,2,Mid,Large,40,No,No,No,Poor,Medium
62165,39,Female,14,Healthcare,8242,Poor,High,Average,3,No,33,PhD,Married,5,Mid,Small,43,No,No,Yes,Good,Medium
2970,45,Female,7,Technology,10631,Good,High,Average,1,No,54,Associate Degree,Married,1,Senior,Small,10,No,No,No,Good,Low
7178,44,Male,22,Healthcare,8325,Good,Low,Average,0,No,35,Associate Degree,Single,0,Senior,Medium,56,Yes,Yes,No,Fair,Low
58733,58,Female,49,Media,5900,Good,Low,High,0,Yes,70,Master’s Degree,Divorced,1,Entry,Medium,100,No,No,Yes,Good,Medium
39448,58,Male,17,Technology,10498,Good,Very High,High,1,Yes,53,Bachelor’s Degree,Single,1,Senior,Medium,24,No,No,No,Good,Low
71845,28,Male,2,Education,3570,Excellent,High,High,2,No,89,Bachelor’s Degree,Single,1,Mid,Medium,28,No,Yes,No,Poor,Medium
21393,26,Female,5,Media,6670,Good,High,High,2,No,20,Master’s Degree,Single,4,Mid,Small,58,No,No,No,Poor,High
43202,42,Male,2,Healthcare,6513,Fair,High,Average,2,No,7,Bachelor’s Degree,Married,0,Entry,Small,13,Yes,No,No,Good,High
29022,53,Male,24,Healthcare,9260,Good,High,High,0,No,71,Associate Degree,Married,2,Mid,Medium,94,Yes,No,No,Excellent,Medium
56810,55,Male,27,Technology,8997,Good,High,Average,0,No,20,Master’s Degree,Married,3,Entry,Medium,29,No,No,Yes,Fair,Low
36350,21,Male,7,Healthcare,6994,Good,High,High,1,No,15,Associate Degree,Married,1,Entry,Medium,82,No,No,No,Fair,Low
55773,40,Male,18,Finance,7254,Good,High,Average,3,No,20,Master’s Degree,Married,1,Mid,Medium,66,No,No,Yes,Good,High
74020,49,Female,10,Media,5892,Fair,High,Average,1,Yes,92,Master’s Degree,Divorced,0,Mid,Small,28,No,No,Yes,Poor,Medium
34844,28,Male,14,Finance,6950,Fair,High,Average,0,No,94,Master’s Degree,Divorced,0,Mid,Small,73,No,No,No,Good,High
951,31,Female,3,Technology,10698,Good,High,Below Average,0,Yes,12,High School,Divorced,2,Senior,Medium,28,No,No,No,Good,High
7165,58,Male,28,Technology,8650,Good,Very High,Average,2,No,96,Master’s Degree,Married,3,Mid,Small,76,No,No,No,Excellent,Low
45398,55,Male,18,Technology,10146,Good,High,Average,0,No,63,Associate Degree,Single,1,Mid,Large,86,Yes,No,No,Fair,High
66105,39,Male,21,Education,4369,Good,High,Low,0,No,22,Associate Degree,Married,1,Mid,Large,31,No,No,Yes,Poor,Low
39536,22,Male,6,Education,5514,Fair,Medium,Average,0,No,52,Master’s Degree,Single,1,Entry,Medium,19,Yes,No,No,Poor,Very High
60249,42,Male,14,Technology,8214,Good,High,Below Average,1,Yes,85,Bachelor’s Degree,Single,3,Entry,Small,77,No,No,No,Poor,High
9387,37,Male,15,Education,4962,Good,Medium,Average,1,No,43,Bachelor’s Degree,Married,3,Mid,Small,69,No,No,Yes,Fair,Medium
21844,32,Male,20,Education,5284,Good,Low,Average,3,No,53,Associate Degree,Single,2,Senior,Small,95,Yes,No,No,Good,Low
52279,18,Female,8,Education,5685,Fair,Medium,High,0,Yes,80,PhD,Married,1,Senior,Medium,36,Yes,No,No,Fair,Low
35499,41,Male,7,Technology,11176,Good,Medium,Average,2,No,29,Associate Degree,Single,0,Mid,Medium,31,No,No,Yes,Good,High
64607,22,Female,1,Healthcare,8269,Good,Medium,Average,0,No,78,Master’s Degree,Divorced,2,Senior,Large,59,No,No,No,Fair,Low
3759,36,Female,8,Healthcare,9368,Fair,Medium,Average,2,No,35,Associate Degree,Single,0,Senior,Medium,62,Yes,No,No,Fair,High
6491,49,Male,14,Finance,6435,Good,Medium,Average,0,No,46,PhD,Single,3,Senior,Medium,58,No,No,No,Good,Medium
27109,49,Male,35,Healthcare,8807,Fair,High,Average,0,No,79,Master’s Degree,Married,4,Mid,Medium,53,Yes,No,No,Excellent,Low
29072,40,Female,1,Technology,10398,Fair,High,Below Average,1,No,16,High School,Married,3,Entry,Small,79,No,No,No,Good,Medium
70716,57,Female,33,Technology,9152,Poor,Medium,Average,1,No,35,Associate Degree,Married,3,Mid,Small,78,No,Yes,No,Poor,Low
50394,30,Female,9,Education,3606,Good,High,Below Average,0,No,60,High School,Single,1,Mid,Medium,71,No,No,No,Excellent,Medium
67260,50,Female,7,Technology,9143,Fair,Medium,Average,2,No,87,Associate Degree,Single,4,Mid,Medium,59,No,No,No,Fair,Medium
61318,23,Male,1,Education,4643,Excellent,Very High,Average,1,No,31,High School,Married,0,Entry,Small,26,No,No,No,Good,Low
32555,42,Male,13,Education,2394,Good,High,Average,2,No,33,High School,Married,1,Entry,Medium,78,Yes,No,No,Good,Low
54208,38,Male,3,Healthcare,7932,Excellent,Low,Average,2,Yes,4,Master’s Degree,Single,4,Entry,Medium,18,No,No,No,Good,Medium
30171,38,Female,18,Technology,8159,Fair,Low,Average,0,No,28,Associate Degree,Married,4,Senior,Small,46,Yes,No,No,Fair,Medium
6382,46,Female,32,Finance,6255,Good,High,High,0,Yes,75,Bachelor’s Degree,Single,4,Senior,Medium,77,No,No,No,Poor,Low
45322,18,Female,6,Healthcare,8378,Excellent,Very High,Average,0,No,13,High School,Married,3,Senior,Small,36,No,No,No,Poor,High
14689,23,Male,5,Media,5929,Good,Very High,High,0,No,46,High School,Married,1,Senior,Large,49,No,No,No,Fair,Very High
54620,23,Male,10,Finance,4393,Fair,High,Average,1,No,87,Associate Degree,Divorced,4,Mid,Large,50,No,No,No,Good,Medium
49001,27,Female,17,Media,4720,Good,Very High,Average,3,No,97,PhD,Married,1,Entry,Small,76,No,No,No,Good,Low
52543,25,Female,12,Technology,8284,Fair,Medium,Low,2,No,38,Associate Degree,Married,3,Entry,Large,55,No,No,No,Poor,High
69134,26,Female,2,Technology,7844,Excellent,High,Average,2,No,32,PhD,Single,2,Senior,Large,65,No,No,No,Good,Low
35266,43,Male,10,Media,6061,Good,High,Average,3,No,32,Bachelor’s Degree,Married,1,Mid,Medium,43,No,No,No,Excellent,Medium
70379,18,Male,3,Media,6549,Excellent,Medium,High,0,No,68,Associate Degree,Married,1,Mid,Medium,30,No,No,No,Good,Medium
35786,33,Male,10,Healthcare,5990,Poor,High,Average,2,No,84,Bachelor’s Degree,Divorced,3,Entry,Large,53,No,No,No,Good,Medium
3079,45,Female,10,Finance,11466,Good,Low,Average,0,Yes,62,High School,Married,3,Senior,Medium,45,No,No,No,Good,High
66054,33,Male,25,Technology,9894,Poor,Very High,Average,0,No,40,Associate Degree,Single,2,Mid,Large,41,Yes,No,No,Poor,Medium
34078,32,Female,11,Finance,11261,Excellent,Medium,Below Average,3,No,47,Master’s Degree,Single,1,Senior,Small,82,No,No,No,Good,High
55324,48,Female,4,Technology,8542,Excellent,Very High,Average,0,No,24,Master’s Degree,Single,4,Senior,Medium,45,No,No,No,Excellent,Medium
27962,57,Female,25,Media,6636,Poor,Medium,Average,2,No,71,Associate Degree,Single,0,Entry,Small,92,No,No,Yes,Excellent,Low
